sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,occupation_type,career_start,career_end,result,age,num_langs
male,1,1.0,739.0,2012.0,Part-time,0.0,Student (Specialist),Українська,6,2,university,False,False,1,40.0,1
female,1,1.0,482.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English;Deutsch;Français,0,2,university,False,False,0,37.0,4
male,0,1.0,31.0,2003.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,323.0,0.0,Full-time,4.0,Student (Bachelor's),False,0,0,university,False,False,1,30.0,1
male,0,1.0,183.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська;Русский,False,False,university,False,False,0,41.0,2
female,1,1.0,32.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська;Español,0,5,university,False,False,1,37.0,2
male,1,1.0,74.0,2006.0,Full-time,0.0,Alumnus (Specialist),Українська,False,2,university,False,False,0,37.0,1
female,1,1.0,654.0,2008.0,Full-time,4.0,Alumnus (Master's),Українська,0,2,work,2019,False,1,37.0,1
male,0,1.0,106.0,0.0,,4.0,Student (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,328.0,2012.0,Full-time,6.0,Alumnus (Specialist),Українська,2,6,work,2012,False,0,37.0,1
female,0,1.0,268.0,2006.0,,4.0,Alumnus (Specialist),Українська,0,0,university,2002,2004,1,43.0,1
male,1,1.0,41.0,2003.0,Full-time,0.0,Student (Specialist),False,False,False,university,False,False,0,40.0,1
male,0,1.0,170.0,2014.0,Full-time,4.0,Alumnus (Specialist),Українська;Deutsch;English,6,2,work,2014,False,0,34.0,3
male,0,1.0,183.0,2016.0,Full-time,0.0,Undergraduate applicant,Українська;English;Русский;Polski,False,False,university,False,False,0,37.0,4
female,1,1.0,157.0,2012.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,739.0,2015.0,Full-time,0.0,Student (Specialist),Українська;Русский;English,0,0,university,False,False,1,37.0,3
male,1,1.0,181.0,2013.0,Full-time,1.0,Student (Specialist),Українська,1,2,university,False,False,1,37.0,1
female,1,1.0,1987.0,2016.0,,0.0,Alumnus (Specialist),False,6,2,work,2015,False,1,33.0,1
male,1,1.0,217.0,2019.0,Full-time,0.0,Student (Specialist),False,False,False,university,False,False,0,37.0,1
female,0,1.0,567.0,2013.0,Full-time,4.0,Student (Specialist),False,6,6,university,False,False,1,37.0,1
male,0,1.0,60.0,2008.0,Full-time,1.0,Student (Bachelor's),Українська,False,False,university,False,False,1,38.0,1
female,0,1.0,517.0,2019.0,Distance Learning,0.0,Student (Specialist),Українська,7,0,university,False,False,1,37.0,1
female,0,1.0,109.0,2003.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
female,0,1.0,509.0,2017.0,Full-time,2.0,Student (Bachelor's),Українська,1,2,university,False,False,1,37.0,1
male,1,1.0,94.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,1,6,university,False,False,0,40.0,1
female,1,1.0,105.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
male,0,1.0,0.0,2019.0,,0.0,Alumnus (Bachelor's),Українська,6,6,university,False,False,0,34.0,1
male,0,1.0,72.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,work,2013,False,0,37.0,1
male,1,1.0,75.0,2014.0,Part-time,0.0,Student (Specialist),Українська,3,6,university,False,False,0,31.0,1
male,0,1.0,183.0,2011.0,Full-time,4.0,Student (Specialist),False,False,False,university,False,False,0,36.0,1
female,0,1.0,134.0,2010.0,Full-time,7.0,Alumnus (Specialist),False,0,0,university,False,False,1,40.0,1
male,1,1.0,29.0,2009.0,Distance Learning,4.0,PhD,Українська,False,False,university,False,False,0,37.0,1
male,0,1.0,17.0,2009.0,Full-time,1.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,39.0,1
male,1,1.0,21.0,2007.0,Full-time,4.0,Student (Specialist),False,False,False,work,2007,False,0,40.0,1
male,1,1.0,204.0,2015.0,Full-time,0.0,Alumnus (Specialist),Українська,6,4,university,False,False,0,33.0,1
male,1,1.0,8.0,2008.0,Full-time,0.0,Alumnus (Master's),False,0,0,university,False,False,0,37.0,1
male,0,1.0,677.0,0.0,Part-time,4.0,Student (Specialist),Українська,False,False,work,2007,False,0,37.0,1
female,0,1.0,154.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
male,0,1.0,339.0,0.0,,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,41.0,1
male,1,1.0,96.0,2007.0,Full-time,1.0,Alumnus (Master's),False,False,False,university,False,False,0,39.0,1
male,0,1.0,43.0,2003.0,Full-time,0.0,Alumnus (Master's),Українська,False,False,university,False,False,0,45.0,1
male,1,1.0,109.0,2015.0,Full-time,4.0,Student (Specialist),False,False,False,university,2014,2021,1,33.0,1
male,1,1.0,2756.0,0.0,Distance Learning,6.0,Student (Specialist),English;Українська,6,2,work,False,False,0,34.0,2
female,0,1.0,941.0,2011.0,Distance Learning,4.0,Student (Specialist),Українська,1,2,work,2008,2008,0,37.0,1
female,1,1.0,597.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,39.0,1
male,1,1.0,1952.0,2014.0,Full-time,4.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,1,35.0,2
male,0,1.0,149.0,2014.0,Distance Learning,1.0,Student (Specialist),Українська;English,6,2,work,2011,False,0,37.0,2
male,1,1.0,14.0,2008.0,,4.0,Alumnus (Master's),Українська,False,False,university,False,False,0,41.0,1
female,1,1.0,402.0,2014.0,Full-time,4.0,Student (Master's),Українська;English;Español;Français,6,6,work,2011,False,1,35.0,4
male,1,1.0,406.0,2017.0,,6.0,Student (Bachelor's),False,0,0,university,False,False,0,37.0,1
male,1,1.0,796.0,2013.0,Full-time,4.0,Student (Specialist),Українська,1,2,university,False,False,0,37.0,1
male,0,1.0,103.0,2002.0,Full-time,1.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,392.0,0.0,Full-time,0.0,PhD,False,False,False,university,2010,2011,1,39.0,1
male,0,1.0,185.0,0.0,Full-time,2.0,Student (Specialist),False,False,False,university,False,False,0,34.0,1
female,1,1.0,266.0,2011.0,Full-time,1.0,Alumnus (Specialist),False,5,False,university,False,False,1,35.0,1
female,1,1.0,340.0,2016.0,Distance Learning,0.0,Alumnus (Bachelor's),Українська;English,6,1,university,2012,2018,1,37.0,2
female,1,1.0,769.0,2016.0,Full-time,4.0,Student (Bachelor's),Українська,1,False,university,False,False,1,37.0,1
male,1,1.0,11.0,2002.0,Distance Learning,4.0,Alumnus (Specialist),Українська,1,2,work,2021,False,0,52.0,1
male,0,1.0,85.0,2012.0,Part-time,4.0,Alumnus (Specialist),Українська,1,2,work,2008,False,0,38.0,1
male,1,1.0,82.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,883.0,2014.0,Full-time,0.0,Student (Specialist),Українська,0,6,university,False,False,1,37.0,1
male,1,1.0,179.0,2019.0,Full-time,1.0,Student (Specialist),Українська;English;Deutsch;Lingua Latina,False,False,work,2019,False,0,32.0,4
male,1,1.0,186.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,297.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська;English,1,1,university,False,False,1,37.0,2
male,0,1.0,89.0,2006.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,work,2006,False,0,41.0,1
female,0,1.0,1752.0,2010.0,,7.0,Alumnus (Specialist),False,6,2,university,False,False,1,37.0,1
female,1,1.0,158.0,2012.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,university,False,False,1,35.0,1
female,1,1.0,301.0,2001.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
female,1,1.0,1411.0,2013.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,university,False,False,1,37.0,1
male,1,1.0,16.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,38.0,1
male,1,1.0,15.0,0.0,Full-time,0.0,Alumnus (Master's),Українська;English;Moldovenească;Українська;Română,6,2,university,False,False,0,37.0,5
male,1,1.0,241.0,2012.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,1,1.0,67.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,168.0,0.0,,4.0,Alumnus (Specialist),False,0,0,university,False,False,0,33.0,1
female,0,1.0,654.0,2008.0,Full-time,4.0,Student (Specialist),Українська,1,6,university,2008,2016,1,37.0,1
female,0,1.0,17.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
male,0,1.0,26.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,45.0,1
male,1,1.0,440.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,46.0,1
female,1,1.0,328.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,0,2,university,2004,2008,1,43.0,1
female,1,1.0,621.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,False,2,university,False,False,1,38.0,1
male,1,1.0,193.0,2017.0,Full-time,0.0,Student (Bachelor's),Українська,0,0,university,False,False,0,30.0,1
female,0,1.0,462.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,353.0,2012.0,Distance Learning,1.0,Student (Specialist),Українська,6,6,university,False,False,0,37.0,1
female,0,1.0,264.0,2014.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,34.0,1
female,1,1.0,373.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,230.0,2013.0,Full-time,1.0,Student (Specialist),Українська,1,2,university,2007,2015,0,36.0,1
female,0,1.0,510.0,2013.0,Full-time,0.0,Candidate of Sciences,Українська,False,False,university,False,False,1,37.0,1
male,0,1.0,329.0,0.0,Full-time,0.0,Alumnus (Specialist),Українська;English,6,2,work,False,False,1,37.0,2
male,1,1.0,67.0,0.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,47.0,1980.0,Full-time,4.0,Alumnus (Specialist),False,6,2,university,False,False,0,67.0,1
male,0,1.0,94.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,1,2,work,2008,False,1,40.0,1
female,1,1.0,105.0,2015.0,,4.0,Alumnus (Specialist),False,6,2,university,False,False,1,37.0,1
male,1,1.0,30.0,2013.0,Full-time,1.0,Student (Bachelor's),Українська;English,0,2,work,2011,False,0,34.0,2
male,1,1.0,61.0,2007.0,Full-time,1.0,Alumnus (Specialist),Українська,False,False,university,2007,2013,0,37.0,1
male,1,1.0,168.0,2010.0,Full-time,4.0,Alumnus (Specialist),False,1,2,work,2007,False,0,37.0,1
male,0,1.0,8044.0,2013.0,Full-time,0.0,Alumnus (Specialist),Українська;Русский;English,0,0,university,False,False,0,35.0,3
male,1,1.0,195.0,2009.0,Full-time,0.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,0,39.0,1
male,1,1.0,800.0,2017.0,Full-time,0.0,Student (Master's),Українська;English;Русский,4,2,university,False,False,0,37.0,3
female,1,1.0,489.0,2013.0,Part-time,0.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,44.0,2005.0,Part-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,45.0,1
female,0,1.0,177.0,0.0,Part-time,6.0,Student (Specialist),False,6,1,university,2013,2019,1,34.0,1
female,0,1.0,250.0,1996.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,1998,False,1,37.0,1
male,1,1.0,2.0,1989.0,,0.0,Alumnus (Master's),Українська,5,2,university,False,False,1,37.0,1
male,0,1.0,194.0,2012.0,Full-time,0.0,Student (Master's),Українська;Հայերեն;English,6,1,work,2008,False,0,37.0,3
male,1,1.0,217.0,0.0,Full-time,3.0,Student (Specialist),Українська;English;Русский,6,6,work,False,False,0,30.0,3
male,1,1.0,95.0,2013.0,Full-time,4.0,Student (Bachelor's),Українська,False,False,university,False,False,0,35.0,1
male,0,1.0,213.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Українська,1,2,work,1989,False,0,36.0,1
female,1,1.0,1889.0,2013.0,Full-time,4.0,Student (Specialist),Українська;English,6,2,work,2014,False,1,37.0,2
female,1,1.0,780.0,2006.0,Distance Learning,1.0,Alumnus (Master's),Українська,False,False,work,False,False,1,37.0,1
female,0,1.0,2414.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська;Italiano;English;Français,5,2,work,False,False,1,37.0,4
male,1,1.0,228.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,work,2015,False,0,34.0,1
female,1,1.0,355.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,39.0,1
female,0,1.0,108.0,2010.0,Full-time,1.0,Student (Specialist),Українська,False,False,university,False,False,1,37.0,1
female,0,1.0,455.0,0.0,Full-time,4.0,Alumnus (Bachelor's),False,0,0,university,False,False,1,37.0,1
male,1,1.0,390.0,0.0,Distance Learning,1.0,Alumnus (Specialist),Українська,6,6,university,2013,False,0,37.0,1
male,0,1.0,416.0,2008.0,Full-time,1.0,Alumnus (Bachelor's),Українська;Қазақша,1,2,university,False,False,0,40.0,2
female,1,1.0,55.0,0.0,Full-time,0.0,Alumnus (Specialist),False,0,0,,False,False,1,37.0,1
male,0,1.0,252.0,2007.0,Distance Learning,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,60.0,1
male,1,1.0,100.0,2012.0,Full-time,4.0,Student (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,30.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,38.0,1
male,1,1.0,29.0,1993.0,Full-time,4.0,Alumnus (Master's),Українська,False,False,university,False,False,0,56.0,1
male,1,1.0,188.0,2018.0,Full-time,0.0,Student (Bachelor's),Українська;Русский;English,0,6,university,2013,False,0,37.0,3
female,0,1.0,513.0,2009.0,Part-time,1.0,Alumnus (Specialist),Українська,6,5,university,False,False,1,37.0,1
male,0,1.0,1003.0,2014.0,Full-time,1.0,Student (Specialist),Українська,1,2,work,False,False,1,33.0,1
female,0,1.0,331.0,2007.0,Distance Learning,4.0,PhD,Українська;English;Français,False,False,university,False,False,1,42.0,3
female,1,1.0,994.0,2013.0,,4.0,Alumnus (Specialist),False,0,0,work,2012,2010,1,36.0,1
male,1,1.0,199.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,2008,False,1,39.0,1
male,0,1.0,174.0,2014.0,Distance Learning,0.0,Alumnus (Bachelor's),Українська;English;汉语,4,5,work,2009,False,0,34.0,3
female,0,1.0,195.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Українська;Español;English,0,0,university,False,False,1,37.0,3
male,0,1.0,2290.0,2013.0,Full-time,1.0,Alumnus (Master's),Українська;English;Русский,7,2,university,2008,2015,1,35.0,3
female,0,1.0,192.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,2009,False,1,41.0,1
male,1,1.0,48.0,2010.0,Full-time,2.0,Student (Specialist),Українська,0,0,work,False,False,0,37.0,1
female,1,1.0,60.0,0.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
female,1,1.0,154.0,2010.0,Distance Learning,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,84.0,0.0,,0.0,Student (Master's),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,693.0,0.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,False,False,1,37.0,1
male,1,1.0,288.0,2014.0,Distance Learning,6.0,Student (Master's),Українська,6,2,work,2006,False,0,37.0,1
male,0,1.0,180.0,2010.0,Full-time,4.0,Alumnus (Specialist),Українська,1,6,work,2008,False,0,37.0,1
male,1,1.0,368.0,2014.0,Full-time,7.0,Student (Specialist),Українська,7,2,work,2007,False,0,37.0,1
female,1,1.0,28.0,0.0,Part-time,4.0,Student (Bachelor's),Українська,0,0,university,False,False,1,28.0,1
female,0,1.0,330.0,2013.0,Full-time,0.0,Student (Master's),Українська,0,0,university,False,False,1,35.0,1
male,0,1.0,147.0,0.0,Full-time,0.0,PhD,Українська,7,0,university,False,False,0,34.0,1
male,1,1.0,126.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,709.0,0.0,Full-time,0.0,Student (Specialist),Українська;English,6,2,university,False,False,1,31.0,2
female,1,1.0,151.0,2005.0,Full-time,4.0,Alumnus (Specialist),False,1,5,work,2007,False,1,37.0,1
male,1,1.0,145.0,2014.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,1,1.0,840.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,35.0,1
female,0,1.0,163.0,1994.0,,0.0,Alumnus (Specialist),Українська,False,False,work,2015,2015,1,37.0,1
male,0,1.0,154.0,2010.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,38.0,1
male,1,1.0,114.0,2012.0,Full-time,2.0,Alumnus (Specialist),Українська,0,2,university,False,False,1,32.0,1
male,1,1.0,1.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,167.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська,6,6,university,False,False,0,37.0,1
male,1,1.0,132.0,2007.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,0,42.0,1
